PLD (Å),LCD (Å),Sacc (m2/gr),Porosity,Density (gr/cm3),NCH4 - 10 bar (mol/kg)
10.08741,12.8571,4268.28,0.790595,0.449647595,3.5148651576
8.99129,9.92966,5421.22,0.755976,0.421597964,3.0190348488
9.82533,16.52636,4746.85,0.787309,0.37665202,3.0552197464
15.13434,16.67023,3515.13,0.69921,0.483869983,3.3388560071
17.57234,19.14337,4395.92,0.785883,0.332608106,2.3345666971
15.12683,19.38903,4675.79,0.79626,0.359015432,3.0548951717
8.98494,10.08487,5203.06,0.775144,0.431921411,2.5647972561
10.01593,16.65648,4828.95,0.794723,0.387894057,2.4568528777
15.01207,16.79876,3591.83,0.726895,0.495321592,3.7172862159
16.58765,18.7606,4451.61,0.798981,0.362744722,2.5967960479
11.05833,13.87389,3638.78,0.725316,0.52150504,3.3974570542
9.51441,15.6407,4543.14,0.734561,0.368965914,2.5181876141
16.78141,18.26634,4299.9,0.744261,0.326285797,1.8209361115
12.28384,19.05632,5396.55,0.777092,0.314359084,2.9656327651
8.83266,12.21623,6052.27,0.765354,0.39351516,3.7025949759
15.83675,16.30927,5171.65,0.786347,0.351704109,3.6230134316
6.71259,12.79587,5089.56,0.748717,0.472714574,3.2779841124
9.58414,11.80592,4931.31,0.73594,0.458863745,3.9621071672
11.31177,13.99092,5082.97,0.784107,0.413989097,3.8804868651
9.77043,11.24734,5790.27,0.785262,0.434125767,3.4230743519
6.94725,12.7502,5225.97,0.774731,0.434678163,3.0582673
7.80488,9.65012,4684.78,0.740774,0.549567421,3.4532988453
9.97699,13.27741,5366.21,0.790607,0.40545633,3.7078923917
13.91564,14.13825,4297.04,0.744516,0.483984673,4.9942078134
10.13592,10.77969,4943.41,0.72052,0.510281412,3.3413705296
7.90405,10.62938,4968.13,0.725633,0.453575477,4.2188316771
15.03537,16.97335,5307.61,0.771883,0.389919408,4.5591681412
11.33269,14.15984,5066.34,0.764987,0.409142653,4.1465257749
18.05384,18.34984,5144.33,0.779426,0.354144368,4.3110941291
12.24437,12.77697,5850.11,0.785506,0.394746509,3.6895797292
8.30189,12.81077,5480.64,0.787992,0.439674065,3.522378027
18.53959,19.01589,4282.74,0.790948,0.372501759,4.2575967695
11.8189,12.61027,5444.4,0.789695,0.40957129,3.6474260459
9.24522,11.57432,5693.93,0.798973,0.442208867,3.3800810793
14.54438,14.99289,4439.78,0.778634,0.438104842,3.3273092726
12.73029,13.00295,4711.99,0.78456,0.437324543,3.4150211826
15.00436,16.17056,4355.83,0.774142,0.457074329,4.5768531516
10.86249,13.54632,4380.04,0.767309,0.478824586,3.677418171
7.81474,8.25441,4959.45,0.771487,0.535035505,5.2525958553
9.70036,11.8732,4067.45,0.721514,0.517987547,4.3207327565
15.02828,17.28089,4254.08,0.787498,0.446739592,5.0309560991
10.94779,13.64909,4575.86,0.786947,0.468716079,4.5258073988
15.07428,16.95972,3060.72,0.778876,0.531075391,5.3532321086
10.69793,14.18253,3272.08,0.761435,0.558057304,4.6159651941
7.71587,10.06307,4746.4,0.726477,0.512763467,4.4305656182
7.7576,12.02235,4309.13,0.743009,0.459102171,3.2736574366
13.50873,13.68004,3705.23,0.76936,0.456829005,3.4935014509
9.00875,16.31269,5530.43,0.795655,0.389526676,3.7496847328
12.7166,13.71703,3072.06,0.696334,0.501886523,3.1465539372
9.80643,12.00153,3615.64,0.686617,0.547794978,4.4962214997
8.61899,10.76835,5816.66,0.798463,0.408936867,3.4646378499
15.0315,17.22243,3377.9,0.70776,0.470674943,4.4184332244
9.24761,12.03423,5750.59,0.791483,0.390115541,3.5229628651
15.02452,17.28346,2932.01,0.684905,0.499929777,4.1632960097
7.32935,10.35186,4571.66,0.740494,0.502825081,4.7265414815
9.26282,10.9226,4491.53,0.784458,0.449058103,4.1387027017
13.13534,15.44491,2793.91,0.69387,0.572929382,4.6795636231
13.42307,13.92186,3957.98,0.769362,0.446958129,3.4843777438
7.68459,8.89475,4932.3,0.760577,0.485683878,4.639243733
8.81454,11.96023,5177.04,0.762203,0.414440697,3.5863589966
15.09284,16.92744,2554.89,0.646329,0.529787677,4.5389284686
13.43935,13.84685,4471.89,0.755907,0.411097457,2.9010130039
7.64308,9.68671,5200.24,0.743381,0.446934039,4.0889153237
15.01043,17.20759,2992.87,0.687581,0.505069433,4.2670857042
8.82493,10.44653,6345.39,0.773771,0.363671455,3.2539512628
9.8372,16.10035,5777.59,0.793045,0.326005842,3.0556689366
15.11795,16.72481,4373.64,0.724898,0.416737871,3.9187045993
17.07332,19.48063,5147.26,0.798122,0.287658106,2.5499323383
11.34581,14.38286,5097.55,0.745245,0.402483688,3.8334328339
8.4066,12.46327,5941.3,0.7831,0.352323301,3.6677896814
8.86534,10.63006,5284.52,0.764239,0.415821629,3.4443484609
8.69045,9.72547,4545.53,0.741004,0.45675911,3.9974049378
15.01916,16.83264,2408.14,0.655321,0.575602168,3.8443945199
12.50228,13.37332,4069.14,0.721235,0.453887035,3.1218267831
7.72914,8.99307,4848.02,0.71824,0.492841231,4.5201412046
7.13603,10.46651,5107.76,0.734199,0.465320339,3.3712582393
8.85065,11.30497,5249.28,0.77012,0.418602439,3.3764742309
14.89117,15.81666,2580.61,0.662049,0.537927135,3.0481824978
14.07884,14.37993,4251.19,0.77682,0.414219327,2.8405624294
7.53964,9.07423,5602.19,0.771621,0.450456687,4.0808470897
7.35991,9.89792,4573.03,0.689651,0.463810025,3.5226166694
12.85175,15.4275,1829.14,0.518145,0.589037882,4.0300246683
9.16918,10.17357,4438.85,0.694961,0.477615634,3.7284313421
8.40181,11.48767,4629.03,0.77845,0.467528222,3.322583229
15.02906,16.41792,2278.87,0.648325,0.599940654,4.2767490113
8.80784,11.02271,5203.18,0.792248,0.438252299,3.4163915425
15.02503,17.02304,3196,0.727047,0.504997606,3.7277404633
7.83239,11.16224,5305.02,0.791167,0.431347743,3.8494009337
8.02656,8.84277,5584.68,0.790661,0.499140087,6.2894113241
7.32414,8.08158,2862.7,0.639007,0.62878843,4.5658494013
7.39192,9.89609,4851.77,0.725021,0.46687875,3.70475565
14.89593,16.86492,5331.97,0.788495,0.399960297,4.4679262185
10.79653,13.97026,5090.54,0.780725,0.417472302,3.6243481227
9.23321,14.50223,4577.92,0.78401,0.42792838,2.5664124641
14.34201,15.64651,3064.03,0.707841,0.547662272,2.7031332904
14.19734,16.91227,4382.98,0.79039,0.407508114,2.4589805355
9.36467,10.31974,6315.48,0.776929,0.375135348,3.0076566725
9.73051,15.7666,5720.99,0.796982,0.337027492,2.823311095
14.96647,16.59287,4112.94,0.713429,0.425970799,3.2532994853
8.92847,12.05678,5689.37,0.788203,0.360238649,3.3712822474
7.53218,10.39458,4923.75,0.746868,0.468308678,3.6437200316
10.83189,13.69253,5144.25,0.79103,0.421240319,3.6385597403
6.86976,8.00049,5102.13,0.752782,0.538932867,6.3607487773
7.36817,8.14856,2444,0.576648,0.678810596,4.0830555715
14.93953,17.10427,4677.52,0.793719,0.425504319,3.8472123454
10.43144,13.47687,4984.81,0.787714,0.441792003,3.5286087822
6.65481,7.9682,4468.2,0.742291,0.568051057,5.9733837569
14.90475,17.12129,4561.95,0.769205,0.435129591,3.8408268865
10.78013,13.90927,4675.82,0.75859,0.453239282,3.5595417085
7.55793,10.13149,4412.59,0.739498,0.501255714,3.6838148724
14.93076,17.09013,4556.31,0.79258,0.432194902,4.2587227852
10.28015,13.0752,4841.9,0.787496,0.449404923,3.688154149
6.17657,8.00836,4502,0.739222,0.576366547,6.2100812505
8.49668,9.74118,6108.18,0.795479,0.417954899,2.9016880908
14.97935,16.73057,3198.12,0.68467,0.478228142,3.5857470647
10.0991,13.33165,3980.46,0.747214,0.498885208,3.77260604
6.74521,7.86151,3276.22,0.691076,0.637076663,5.4798397212
7.86578,10.47121,6137.62,0.798767,0.3804624,2.9501202713
14.95929,15.73444,4646.39,0.754059,0.435939691,4.0077378599
9.08378,12.79279,4880.74,0.75574,0.453689135,3.5233463642
14.94944,16.71073,4117.5,0.773864,0.466644319,4.1146844512
14.94234,16.23697,4147.77,0.779796,0.469573159,4.0418229391
6.10848,7.8908,3746.51,0.708071,0.626042801,5.0809379507
7.33891,7.7542,4771.28,0.79266,0.546290357,4.9280860312
7.81002,10.57449,5920.2,0.787281,0.403400606,2.946283414
14.96477,16.33783,4005.66,0.73222,0.461580674,3.7163464359
9.69017,13.09651,4423.25,0.738669,0.481098111,3.4832664474
8.52854,11.67668,5426.76,0.794487,0.389834007,3.3906515543
9.88851,15.71884,5860.97,0.786031,0.326054365,2.8970639892
15.05949,16.69734,4249.81,0.713352,0.416528704,3.5649407248
10.96838,14.06139,4213.57,0.719597,0.43901567,4.2359001943
11.32228,12.28602,5994.53,0.781128,0.331391801,2.8502183661
7.25234,8.97627,6140.88,0.741888,0.437051275,3.0923069995
9.19198,14.56326,4845.42,0.766877,0.389180878,2.5769145123
13.11746,15.3783,3852.07,0.720052,0.497188092,4.1577423625
14.27033,17.03536,4696.87,0.770473,0.3718188,2.6948839441
6.83046,7.38314,3936.69,0.647132,0.590128728,4.3200745384
14.91429,17.08615,3886.99,0.743436,0.465047022,3.4839755371
7.46488,7.84155,4803.48,0.764094,0.544681778,5.5768091718
9.89001,13.45947,4467.07,0.784002,0.434944473,2.9336707839
14.03966,16.22452,2949.33,0.704719,0.558526451,2.9694243344
14.5065,17.07769,4274.87,0.796681,0.410415251,2.9598548388
13.99543,14.25694,4448.47,0.797289,0.434357011,2.7569092271
6.70614,10.13986,5206.12,0.712336,0.460717416,3.3826942978
11.51648,12.0975,5428.07,0.763958,0.404628086,3.0772766981
7.44268,8.8082,5592.96,0.731591,0.442187717,3.8457444605
7.71048,10.42923,5524.74,0.773144,0.43409178,2.9873206858
8.18219,14.73256,4297.61,0.73416,0.473300804,2.9126842927
14.96796,16.32738,2667.44,0.691882,0.496980193,2.6910284148
14.57142,15.4792,3029.7,0.661982,0.526791158,3.5476495736
9.61573,13.45982,3539.3,0.67666,0.549862208,3.3989702699
7.39499,7.79299,3244.45,0.619495,0.616987318,3.6609978683
7.59102,10.90841,5221.51,0.742302,0.448008657,3.3360530342
7.80567,10.87328,5321.47,0.789516,0.43087225,3.8101328986
7.48518,8.21773,1957.79,0.531373,0.644939514,3.5302999517
7.96939,8.75815,5588.77,0.784888,0.499826576,6.0747448267
7.35838,8.10187,2839.16,0.640376,0.631225785,4.8289277388
9.03254,11.01266,5010.67,0.727205,0.466184554,3.8832880171
14.98008,17.11623,5341.88,0.790229,0.402214408,4.6515672965
10.69318,14.86551,4972.16,0.760114,0.420940471,3.2081656504
14.8625,15.60884,4737.15,0.761073,0.434100994,4.2766881354
9.35189,14.26243,4781.12,0.743525,0.458161454,3.3555086527
8.86868,12.70522,6034.84,0.792168,0.358282633,2.9557165341
14.42919,15.41112,4119.86,0.710101,0.454442451,4.0640619052
16.13777,19.45169,4657.63,0.794118,0.315867312,2.2083090337
8.83489,11.17925,5368.77,0.785491,0.388188475,3.6884411419
10.07994,14.12473,4454.97,0.771455,0.425212443,2.5375555711
14.72962,15.70382,3034.81,0.693976,0.548333765,2.6202859831
15.13343,17.25467,4342.11,0.784344,0.402087372,2.5756919237
5.70125,6.37058,3719.53,0.703161,0.649380059,5.1365764226
8.95302,11.6272,4245.16,0.776855,0.451219152,2.7337009217
7.37861,10.68655,5335.57,0.708253,0.458968402,3.0179119956
8.3249,13.41695,5438.85,0.73456,0.411707987,3.0122090371
13.09023,15.37329,3041.7,0.597856,0.519329983,3.5347938188
12.87112,17.40863,5277,0.744651,0.384342229,2.7953860666
12.90985,13.3563,4849.83,0.75306,0.406306292,2.6696045099
8.0709,11.02203,5239.63,0.784868,0.432732299,3.5820201302
7.19623,8.37847,2201.07,0.581084,0.642666425,3.9052811176
7.76193,8.4577,5676.88,0.78868,0.497738676,6.0432869635
15.00028,16.68422,5565.07,0.788479,0.399050926,4.2048707221
10.96576,13.91446,5084.52,0.778035,0.420030189,3.7690881036
15.02363,16.71334,3523.32,0.72916,0.475944806,3.7968079936
8.11811,10.76112,4763.9,0.744407,0.469040465,3.3439433601
11.27744,14.0388,5113.39,0.791919,0.420400383,3.5901297673
6.53966,8.69604,4969.16,0.744773,0.53907207,5.5953613722
15.02251,15.75525,3894.55,0.726694,0.459724269,3.8897098873
8.17929,10.60566,5532.91,0.798075,0.389851604,3.3387520313
10.11261,12.02771,5308.28,0.764271,0.419525132,4.1834528877
7.26321,8.05984,2814.05,0.6146,0.611519752,5.2075668076
8.12096,10.76836,4538.92,0.725596,0.497704024,3.8545641626
14.98899,16.96288,4747.81,0.779454,0.427395835,4.2322989621
11.40464,14.43245,4374.51,0.765997,0.449444304,3.8173341648
11.30153,12.43591,5575.66,0.788402,0.382085534,3.6029622096
7.7824,11.19278,6120.93,0.762296,0.367946679,2.876494332
9.43251,15.53305,6012.46,0.793987,0.32731338,2.9945230213
15.00688,16.43021,4511.36,0.725961,0.420427412,4.1108408966
7.91946,12.69189,5922.88,0.792954,0.352521936,3.6423583001
5.39393,8.39642,2399.73,0.570455,0.676254655,5.5326203181
5.10471,6.65537,3521.41,0.717572,0.657567349,9.1670585776
7.63913,11.79287,5167.02,0.799604,0.441469997,5.1377509375
7.203,9.01781,5047.97,0.799167,0.476696221,4.5905331222
6.68894,8.75003,5041.62,0.776509,0.489394229,5.3120419233
7.86495,11.60208,5956.87,0.77536,0.404794174,3.7134051251
8.30283,12.00815,5916.76,0.785813,0.41342589,3.2870747401
10.17247,11.61865,5732.83,0.775603,0.418983309,2.9927283542
9.08903,12.62904,5272.53,0.77035,0.421188753,4.2678000514
8.56558,11.07696,7196.54,0.755134,0.358654555,3.3998556108
7.58927,10.76741,5390.8,0.756589,0.485774254,3.0363396372
10.27247,12.26227,5665.48,0.760759,0.418689783,4.5795558631
9.79162,12.64448,6150.63,0.790906,0.402831505,2.9973186178
7.50025,11.6769,6247.24,0.785456,0.393553714,4.0110286818
10.23015,17.55615,4731.62,0.794821,0.366389229,2.7842144176
10.40303,13.98557,5598.34,0.79596,0.398590753,3.9317629487
10.3481,10.57783,5985.37,0.787829,0.400311689,3.5358048816
8.05809,10.60663,6091.95,0.776142,0.422611994,4.4760771573
8.23106,10.36838,6890.39,0.780099,0.367938024,3.4036383551
10.05155,11.48174,5426.13,0.787605,0.418994493,3.2806794434
8.72267,11.59336,5181.21,0.769611,0.446422809,4.1300550894
10.35535,10.60738,5513.94,0.792192,0.423632441,3.4006396102
10.31438,10.6498,4564.75,0.761343,0.459836705,3.1164843487
10.4273,10.85007,5331.7,0.760487,0.428378447,3.145190278
7.67207,10.5436,5635.55,0.758196,0.451664662,4.405369838
9.36437,9.87924,5859.47,0.789063,0.455528879,3.809011934
8.7144,9.71239,5643.04,0.757966,0.452004235,4.1039941487
9.29173,11.93361,6443.53,0.798668,0.390922699,3.3846743958
7.98072,8.91841,4709.83,0.711903,0.504774464,4.3070453741
9.48937,10.16513,6066.23,0.769461,0.428984683,3.7651022046
7.0288,10.22977,5637.49,0.778489,0.44956222,3.2881092464
9.14828,10.26597,6484.03,0.78804,0.402629414,3.8724062718
10.76505,11.25424,5875.17,0.797809,0.406563743,3.4527328468
7.06625,9.00185,6007.64,0.748164,0.443178576,4.9972829666
8.43675,13.8339,5669.06,0.794206,0.388155853,2.8198501641
8.80106,11.38935,6010.3,0.795552,0.382436379,3.9047450712
6.53003,8.20898,6031.03,0.750683,0.473383436,4.8929634326
10.68442,12.08633,4838.66,0.789251,0.397914646,3.4091151741
10.25581,13.3087,5011.1,0.744864,0.395206611,2.8608963022
13.52472,14.10807,4956.44,0.745873,0.413230229,3.1449762671
10.19481,14.12408,5691.03,0.797725,0.357280685,2.9247633209
9.52366,14.29322,5393.03,0.783083,0.369283355,2.4341274964
14.4589,15.33702,5507.84,0.756853,0.34511806,3.0033543029
8.95613,11.37693,5747.15,0.767914,0.373309022,3.1589962933
8.10359,10.79993,5341.54,0.756933,0.418361149,3.5502713681
11.6132,14.63894,6725.37,0.798459,0.311752802,3.3819339549
9.3233,14.0596,5689.33,0.769404,0.380051792,3.302812545
14.77231,15.48871,5603.58,0.770276,0.350598179,2.9622250812
15.28231,15.76604,3957.19,0.740529,0.443069086,2.629433616
13.41402,14.03472,5638.32,0.747713,0.370991131,3.2207013913
14.66299,15.41582,5606.05,0.781193,0.35210936,2.9980219188
14.51147,15.26104,5223.02,0.78065,0.371403142,3.1178150301
15.15609,15.55586,4853.61,0.740624,0.376459535,2.671293437
14.71424,15.22019,4783.52,0.736744,0.392864369,2.8486567839
8.12542,13.47879,5422.02,0.748515,0.375687621,2.3031551842
14.90493,15.27337,3908.72,0.700818,0.435030254,2.7833624802
14.73012,15.06815,5196.54,0.749219,0.37273561,2.7488747102
15.30706,15.85545,5226.58,0.759556,0.353290893,2.6476519116
15.08071,15.77376,5372.44,0.779611,0.352323852,2.895261547
10.02632,13.81819,6829.15,0.799049,0.31222383,3.2187795728
7.20846,9.84622,3744.16,0.672641,0.528644817,4.0433168108
6.57891,8.49991,5288.69,0.775694,0.511260539,5.0304064027
8.92446,14.80755,5018.56,0.777493,0.410206242,2.8931340172
10.64219,11.64723,5418.39,0.757131,0.439855318,4.3738626606
4.33419,6.19935,2063.82,0.583836,0.738643572,5.3831588994
6.42782,10.28492,5862.66,0.795565,0.456770382,5.8433539432
4.41546,6.03928,2059.86,0.579798,0.731135925,5.5218683532
7.94506,11.06825,5764.39,0.771365,0.440796631,4.7315366923
11.10559,13.95772,6000.96,0.7978,0.392733939,3.3105915317
15.42901,16.17746,5156.44,0.792675,0.367119102,3.643940131
17.89052,18.42126,4873.12,0.787735,0.344129527,3.4333831713
9.82609,13.47316,5358.57,0.782037,0.418873169,3.8584493094
7.16092,9.57458,5226.08,0.728689,0.481274311,4.3007977173
5.80948,7.86139,5213.61,0.703014,0.469084912,4.9266115981
5.28229,8.04168,3970.08,0.704498,0.593177232,4.6918233995
7.60624,10.29024,4250.31,0.712387,0.536408826,4.7768763205
7.1347,10.18588,6313.08,0.785495,0.404920405,3.5243511786
9.61102,10.98338,4873.33,0.7383,0.471265022,4.0287575164
8.93407,11.45928,6540.09,0.797508,0.38525651,3.3357095767
8.09479,10.27227,4677.8,0.72461,0.47202872,3.0800376829
4.28837,6.02415,2048.1,0.484593,0.708043081,3.2217033244
9.32817,12.99395,5420.55,0.798674,0.395095287,3.8844372986
8.94772,11.18696,4137.1,0.711671,0.498144814,3.8308383976
6.85986,9.03928,5946.12,0.75927,0.42975695,3.7159344425
8.36457,10.31383,5628.69,0.79243,0.400336298,3.894414902
6.80571,9.41779,5220.61,0.765005,0.464788308,3.5583337099
8.67855,11.28581,5239.12,0.787836,0.440005297,3.6250572225
6.05841,8.6383,5511.59,0.75079,0.483401923,5.1893416179
18.11955,19.47699,5179.9,0.788695,0.38166746,4.4230075362
17.83028,19.77557,6068.94,0.77288,0.338913904,3.6845051874
17.55018,19.84117,5169.45,0.775187,0.373988921,3.4316274358
9.20814,13.36568,5912.33,0.779985,0.35290871,2.7149747294
9.94912,14.41849,5553.28,0.79966,0.394830947,3.1585947512
4.88448,7.63672,3088.68,0.686977,0.67866532,5.9688919818
3.87893,7.65497,2599.81,0.649353,0.670107843,5.729557988
7.61225,12.38535,6066.85,0.774406,0.361831085,3.1623992687
7.95711,11.75514,5897.55,0.781477,0.395065706,3.2720927736
7.91903,12.94124,5339.44,0.74847,0.436490622,4.1415452108
6.89895,8.86214,5465.22,0.741716,0.453539857,3.9406030192
8.9205,11.14324,5758.54,0.781719,0.388465854,3.4438175674
7.76332,13.12568,3674.07,0.684807,0.563090557,3.2893015696
6.24851,6.59903,1300.99,0.468609,0.869866575,5.9490530835
6.30934,10.89249,1878.96,0.497488,0.719391435,5.1565200111
8.63766,14.33556,2418.32,0.610656,0.626009548,5.1513716061
4.4928,8.00989,2635.35,0.60396,0.666758938,5.0907425996
8.95497,13.54015,5003.22,0.753596,0.432519796,3.0607269249
8.44134,13.57997,3888.65,0.704455,0.507136615,4.061860651
7.34545,10.51255,4744.32,0.727061,0.453364909,3.0189553772
11.67388,15.21597,4709.79,0.768916,0.417719686,2.9884034267
7.8847,12.88504,4141.61,0.715906,0.519962498,3.8264832846
7.51352,10.50605,4804.4,0.746762,0.46411216,2.9398200844
8.81993,12.6349,3771.46,0.654388,0.499373171,3.7973710444
7.39927,11.1376,4673.32,0.689906,0.447403655,3.1039751373
9.19055,10.83492,6300.32,0.763474,0.404929689,3.8203625559
9.85868,11.56988,5276.56,0.744638,0.429158407,3.9086516226
9.44321,11.74054,6431.24,0.792563,0.372889476,3.7111081888
8.37718,10.40664,4106.02,0.696192,0.526354124,3.8968176452
8.20767,11.2282,5160.26,0.744185,0.466446841,3.3228865357
8.71621,13.15238,4917.98,0.744478,0.453982053,3.0657756594
8.01083,11.56334,5082.79,0.75015,0.414052289,3.5319486287
8.11545,11.42038,5095.76,0.749939,0.415405596,3.4541436926
7.89683,11.49701,5768.53,0.780252,0.398694474,3.062962094
7.7987,12.92924,5272.77,0.751243,0.441774752,3.9236790232
7.38476,9.17605,5254.07,0.747371,0.457209623,3.8644191773
8.76284,11.02501,5914.26,0.787462,0.392814804,3.5664957195
9.10988,11.73126,6549.03,0.780975,0.371007166,3.8878982246
9.77713,12.70345,6244.27,0.799159,0.38842569,3.6130312817
7.24958,11.18475,5826.5,0.776077,0.438340201,3.6802236555
7.38503,11.31552,5945.29,0.780994,0.436210659,3.763623478
9.93145,12.84636,5441.85,0.77232,0.434748226,3.3696623733
7.33228,11.10738,4844.73,0.728101,0.531510166,3.4610920693
5.62328,10.09323,4904.14,0.727028,0.504440492,4.8047792007
7.87409,11.92251,6077.07,0.786007,0.414999354,3.8559981568
7.70447,11.36734,4674.14,0.720603,0.471267964,3.3976358426
11.93083,16.17172,5514.51,0.795729,0.371314244,3.0749318221
8.40144,12.42473,5044.67,0.740342,0.464970821,3.093116083
7.85511,11.72995,5831.47,0.772969,0.395430658,3.3406101375
7.75315,12.97633,5231.6,0.733253,0.437860112,4.0231284867
6.16816,9.46403,5641.41,0.724997,0.455410628,4.1424348482
11.08551,15.27728,6019.15,0.783395,0.360007581,3.5420498448
8.25194,11.54936,6512.98,0.791854,0.373099721,3.7173771624
