PLD (Å),LCD (Å),Sacc (m2/gr),Porosity,Density (gr/cm3),NH2 - 10 bar (mol/kg)
14.59632,15.93926,4217.11,0.751601,0.502634402,0.3793679262
11.39704,12.42021,4592.21,0.741195,0.489225692,0.4022458808
15.30212,17.11853,4914.49,0.773151,0.44043649,0.4545572888
6.76422,7.85728,1369.61,0.342057,0.79111407,0.1112172334
8.96159,10.54018,3050.74,0.62228,0.544216974,0.3134671245
9.94749,11.01718,2854.63,0.603322,0.593170232,0.2880212357
14.91729,15.5536,4250.66,0.776322,0.470818094,0.4320761105
6.69394,7.7056,1050.62,0.326106,0.895979581,0.0901402873
6.5641,7.49028,3712.28,0.735361,0.616820096,0.2894195677
6.51068,7.55405,791.526,0.239363,0.887976769,0.0945790474
7.03305,8.78203,4626.51,0.728081,0.485872988,0.4009292276
15.58241,15.94599,3665.92,0.777043,0.455923144,0.4324805899
8.40242,10.73973,4562.25,0.760423,0.453368657,0.4435082798
8.00567,9.77534,4558.9,0.77062,0.541902605,0.3446408754
15.16874,15.91382,4369.85,0.77725,0.416910899,0.4826864746
9.83083,14.42122,4681,0.755764,0.375632921,0.5171749236
8.56895,10.12273,3330.91,0.590503,0.563449382,0.2836590673
11.7613,14.21522,3659.15,0.681364,0.51825012,0.340661442
11.58601,13.31807,5773.67,0.779053,0.383151848,0.5417748549
7.84437,9.70659,4464.6,0.795718,0.554373263,0.3449031956
11.45273,12.11002,3963.17,0.749397,0.509778924,0.3976744253
7.83342,9.14595,4901.29,0.772997,0.497433962,0.4359954537
5.05916,9.17384,4683,0.766077,0.510240034,0.4131592859
6.02932,12.05357,5047.56,0.781878,0.453838516,0.4610975568
6.25702,7.44648,1822.06,0.442444,0.780598112,0.1526172728
9.13652,11.26988,3806.91,0.679715,0.537342957,0.3394724673
13.5038,14.87231,4232.19,0.763532,0.475738624,0.4218573841
9.62607,10.0631,4582.47,0.772723,0.509028191,0.4215416698
7.04823,8.21218,4806.44,0.734843,0.527164954,0.3793083459
6.40109,7.49199,932.988,0.249377,0.809817999,0.1117800717
10.39682,14.74095,4434.76,0.771094,0.378434657,0.5146561596
9.44507,11.0461,3275.04,0.616119,0.567651985,0.2848791694
6.00514,8.16282,5196.11,0.792558,0.52307185,0.3869170396
7.91676,12.64381,4635.4,0.7943,0.481215522,0.4506263857
11.72946,12.4974,4502.68,0.745044,0.450090172,0.435944876
14.37614,15.42769,4437.93,0.77189,0.426748801,0.4662625154
6.08658,9.06419,4683.13,0.7443,0.529554777,0.3877643336
6.93643,7.7091,4056.82,0.731277,0.575470515,0.3257085319
10.31544,14.59775,4414.35,0.782969,0.381678082,0.5157130483
9.49878,10.97458,3376.05,0.636746,0.572517123,0.2930213492
6.55642,7.66236,3835.07,0.726248,0.598392779,0.3100880307
6.31593,7.47517,868.788,0.303176,0.863199694,0.1070256159
15.0901,15.94929,4365.39,0.793576,0.430005881,0.4733633812
7.15306,8.10202,4503.68,0.748464,0.556989674,0.3639595435
5.69454,6.57334,4249.8,0.728881,0.603221893,0.3180591916
5.67707,7.38167,3393.77,0.682754,0.655415406,0.2557787032
7.5217,9.47644,6194.51,0.796332,0.457091729,0.4545612555
12.71184,13.72429,4786.2,0.764331,0.425507288,0.4662908742
9.77152,12.46216,4577.52,0.743319,0.39020936,0.4925238348
7.32278,8.39241,2935.02,0.546822,0.58531404,0.2561701228
5.28347,7.53173,5719.01,0.754171,0.490163664,0.3996590456
9.37382,13.05277,5706.92,0.793515,0.393928257,0.5198378417
7.08005,10.4058,5930.59,0.785324,0.421518758,0.5014456778
15.20956,16.13064,3966.24,0.78193,0.454072281,0.4461250157
5.91961,7.65209,5039.62,0.784215,0.536359269,0.3749261124
8.89985,12.19237,4107.19,0.797324,0.476555612,0.4542175461
6.28314,7.01783,2220.37,0.62777,0.714833418,0.2481665134
14.34237,15.41838,3443.8,0.746332,0.484671354,0.3972785421
7.57896,9.53381,5573.88,0.795691,0.479088868,0.4247166115
4.99342,9.18088,4208.69,0.739102,0.538948145,0.3732779241
6.80015,7.94561,1556.81,0.380469,0.788352438,0.1270891231
12.0885,14.49426,4414.49,0.749594,0.492184816,0.4035920959
5.80791,7.66164,5141.66,0.790322,0.52548565,0.3810830865
10.09844,13.27194,3830.89,0.776812,0.4597846,0.4435590801
6.13523,7.60643,2670.12,0.628668,0.6896769,0.2378249505
5.18122,9.17156,4767.65,0.771954,0.511465047,0.4119159497
7.73373,8.79732,1713.21,0.452145,0.775962308,0.1583969845
10.80077,13.0103,3812.38,0.698113,0.510533314,0.364535153
10.80077,11.20135,2027.43,0.50787,0.680711085,0.199609527
10.06226,10.87837,4741.79,0.771535,0.50492432,0.4275466235
7.37025,10.07058,4360.96,0.744532,0.526550485,0.3928690841
7.95478,8.88831,1256.47,0.366399,0.817731081,0.1150541171
10.90377,12.14809,3521.44,0.673196,0.566876013,0.329539298
14.2279,16.11177,3862.71,0.772581,0.450262461,0.4349129902
5.12803,9.4046,4693.72,0.762143,0.493691293,0.4202781622
7.14049,7.95189,4417.14,0.76065,0.5270933,0.3779152503
6.47502,7.58534,1745.74,0.411852,0.758615031,0.1426803411
9.38082,10.29352,4636.19,0.759959,0.493207488,0.4265887525
6.24896,7.39624,1239.33,0.339917,0.856166526,0.1004923186
15.46018,16.02218,4316.39,0.776617,0.418153123,0.4831115457
10.09068,13.99044,5854.05,0.796914,0.389907778,0.5470513509
4.44076,5.33605,2979.71,0.697133,0.679515315,0.225493248
10.87067,11.68718,2403.91,0.648426,0.564586049,0.3498755593
10.39021,10.99187,1863.1,0.612743,0.704798714,0.23894532
7.23143,9.55096,4837.58,0.743761,0.501623538,0.3911491417
7.379,8.26783,4378.66,0.754906,0.546280079,0.3257145334
10.29336,11.59321,2517.59,0.773519,0.604960489,0.4060311084
9.09608,10.18125,3218.48,0.693203,0.567390971,0.3126451785
10.00427,16.68756,4917.32,0.793875,0.363015116,0.5503987427
9.09572,10.47327,3527.79,0.662133,0.544522674,0.322985677
10.28528,10.95976,2480.94,0.639516,0.610836813,0.2563871314
8.76857,14.99431,4904.2,0.797833,0.428954078,0.4868184043
10.18803,15.26347,6900.87,0.790391,0.329470883,0.6158295888
13.70679,14.91627,3666.62,0.747145,0.484559092,0.404430699
10.78069,11.63494,2390.96,0.649056,0.560754667,0.3412352132
13.30359,15.77537,5069.96,0.794219,0.377276904,0.5354472112
11.11514,13.74505,4865.26,0.779916,0.445200429,0.4622624032
13.78702,15.20758,4564.19,0.798473,0.416015777,0.4985335808
19.11842,19.93131,2301.71,0.674585,0.596220071,0.2904413699
10.03412,10.98342,2764.08,0.714931,0.642565598,0.2911977924
10.67007,11.52414,2304.28,0.604106,0.589828176,0.2783520155
9.85192,12.21713,5331.99,0.798873,0.430013274,0.5024538027
7.95032,11.7972,5406.11,0.770585,0.403057932,0.5033119587
8.07278,11.78169,5066.31,0.781971,0.43176856,0.4814684839
9.26178,10.22059,4886.63,0.754392,0.424648216,0.478492433
9.91535,12.68847,4323.91,0.757687,0.457955767,0.4294502171
10.69297,11.6845,2652.73,0.680132,0.548734574,0.3747325161
10.26659,13.33709,3794.81,0.767992,0.504355561,0.4095729261
9.46457,16.07035,4492.23,0.782703,0.404248359,0.4929206031
10.50275,11.41331,2508.41,0.688196,0.579847019,0.3384705358
10.78063,11.78097,2308.42,0.684662,0.607374836,0.3227318906
10.36554,11.61487,3584.83,0.740908,0.55902902,0.3555037527
10.76073,11.59623,2143.86,0.668256,0.641374755,0.2995103458
10.35895,11.63441,3275.6,0.720201,0.590080856,0.3325327336
9.45124,10.45572,3779.21,0.708821,0.540191221,0.3526401997
9.44167,16.36121,4607.2,0.768309,0.417271043,0.472263428
11.24052,11.62704,5460.93,0.786072,0.456817756,0.4619654509
9.72547,12.45243,5615.59,0.798354,0.381943855,0.5398950701
13.58775,14.52748,4509.54,0.76428,0.481473294,0.4159177917
10.53691,12.14758,4810.83,0.753812,0.457315481,0.4350334728
10.09923,13.05602,3727.13,0.757186,0.504685774,0.4018602919
14.75573,15.57536,4871.96,0.778354,0.437768347,0.4658891809
9.81755,16.16162,4245.03,0.771916,0.412531886,0.4795035891
9.81755,10.98491,2441.37,0.59541,0.618797829,0.2767984129
9.94534,17.26282,3695.87,0.782766,0.443162977,0.4511024297
9.94497,11.67961,2681.79,0.651768,0.664744465,0.2732616906
8.83383,10.95239,5385.05,0.797473,0.404859745,0.516625219
8.82386,13.13325,5314.56,0.766587,0.428624789,0.4756357167
12.92945,13.99017,4083.39,0.742794,0.424712911,0.4501582956
10.15479,12.118,4157.31,0.770363,0.504822124,0.411215175
6.23983,9.2131,4323.55,0.717053,0.550441173,0.3455327537
8.40128,10.72351,5037.06,0.760717,0.410548202,0.4980021284
11.07277,11.97118,2497.84,0.656959,0.535335192,0.3703481248
9.96035,10.8245,3677.79,0.74172,0.553011141,0.363134102
13.12271,14.22566,4292.76,0.780103,0.431558421,0.4791052226
5.76222,9.46261,2916.13,0.712595,0.708146548,0.2496526328
9.5188,11.95828,4646.83,0.747092,0.46962701,0.4301791697
9.03551,10.42393,3731.03,0.714365,0.523092135,0.3583659285
10.28736,11.793,2938.42,0.796058,0.554749869,0.4155479133
6.60436,8.45094,6057.16,0.747887,0.462872682,0.4420253366
10.41377,13.92829,5367.12,0.79428,0.353929997,0.5658588089
7.19112,9.47321,3822.82,0.657054,0.530894996,0.3313539626
6.9807,8.29945,4019.63,0.672118,0.536924869,0.340642152
7.70403,8.95779,3016.23,0.569727,0.554730994,0.2973371935
7.271,9.00696,3460.46,0.670425,0.607804035,0.2910769149
9.22895,12.31663,4568.32,0.756109,0.463476035,0.4306777039
12.36318,13.08084,2730.39,0.639492,0.555041563,0.3171697848
7.36268,8.12872,1939.31,0.52652,0.72705164,0.2004555997
8.34679,9.22738,4574.86,0.756208,0.462906319,0.4488131545
10.62469,11.6293,4502.47,0.79123,0.403726635,0.5131857071
7.11564,8.32679,4735.04,0.748385,0.479557947,0.4347888429
10.49458,11.44847,4529.02,0.775437,0.408067782,0.4951218779
8.18752,12.50038,3722.94,0.676499,0.518282747,0.3480915433
7.91351,11.00099,5353.6,0.775105,0.423410487,0.4948949494
7.35375,8.57045,4449.5,0.735778,0.50316112,0.4012320038
7.89984,9.81914,4404.64,0.77862,0.489781069,0.4433835975
6.6382,9.55382,3193.17,0.648967,0.589180626,0.2887354204
9.29312,11.32756,3816.99,0.717504,0.469284358,0.4107366542
6.24493,7.87842,4316.28,0.673105,0.543589694,0.3397193139
9.54454,12.23616,5174.44,0.738166,0.418696886,0.4652213665
6.85511,7.51325,3104,0.59984,0.630565755,0.2495056024
14.88665,15.89159,4739.21,0.75855,0.373751728,0.5192727415
7.4013,8.61133,4207.47,0.688353,0.557216026,0.3377242398
6.02335,7.9935,4332.95,0.692181,0.557980012,0.3358594533
9.49379,13.65714,4647.22,0.770379,0.425679237,0.4672652064
5.7852,6.8552,3213.63,0.628847,0.638518856,0.2684279825
6.75214,7.28015,3185.96,0.621808,0.64767453,0.2544056107
7.67547,8.61411,2167.88,0.508563,0.667915008,0.2215114911
7.59418,9.05185,3958.45,0.616689,0.536922698,0.3159024679
5.86783,7.77401,3985.75,0.616381,0.536920613,0.3114617597
9.30008,10.64413,4825.03,0.684192,0.412807195,0.4363264888
12.19739,18.45121,5528.74,0.795999,0.299906374,0.6420805004
7.76604,8.68608,2068.15,0.468246,0.639425597,0.1990642532
10.28268,15.07302,5123.07,0.726084,0.368456533,0.5034886142
9.16687,10.40932,4318.92,0.650612,0.457793968,0.3835956819
10.21083,11.40162,5320.61,0.721334,0.401451084,0.4844607991
10.12526,10.83826,5204.25,0.702105,0.420377755,0.4502473432
10.52199,11.81926,5521.02,0.757707,0.381088664,0.5438049626
6.66392,8.23256,5781.3,0.754192,0.469810023,0.436565585
6.52402,7.99192,5792.51,0.748052,0.468768397,0.4308195486
7.09462,9.55837,3796.7,0.677294,0.533143465,0.3415076655
6.81551,8.15703,3976.37,0.67564,0.544841793,0.3360464802
7.67729,9.0042,3126.8,0.575808,0.560897452,0.3007212582
10.18457,10.78777,5067.99,0.681755,0.41812109,0.4405464454
10.09893,11.01646,6972.91,0.792044,0.319207317,0.6293090143
8.5269,9.42834,4480.79,0.619011,0.452371537,0.3740428559
9.07103,11.18964,5058.87,0.70827,0.439332238,0.4392797039
9.08612,10.16606,4157.89,0.676831,0.496531077,0.3717305408
8.8337,10.0377,4098.26,0.671066,0.495137376,0.371813794
9.29923,10.65414,5158.91,0.78913,0.427292684,0.4735652101
7.1688,8.71435,3184.12,0.611693,0.606934823,0.2734611905
11.11487,11.67152,3850.93,0.681233,0.466004659,0.3996198391
10.29977,11.40838,4593,0.710158,0.434849124,0.4373100237
7.071,9.40022,5600.51,0.726817,0.465979162,0.4222057882
6.53771,8.37728,5992.13,0.731143,0.464971092,0.4306905661
9.62324,12.47732,6291.33,0.797057,0.353780388,0.5789581432
6.87059,8.04215,3943.26,0.663934,0.539791093,0.3305688827
7.67335,8.88196,2915,0.554487,0.556217005,0.2900261496
13.08242,13.69347,4949.62,0.737943,0.383412461,0.5143536666
10.2292,10.79303,5028.5,0.710385,0.420196238,0.457848262
10.26603,10.98628,5182.1,0.72927,0.422458908,0.4713969756
13.00762,13.42784,3437.59,0.686145,0.451653901,0.418129134
9.10621,10.11504,4096.98,0.681796,0.500871551,0.3800454497
13.00376,13.4304,4102.06,0.730665,0.416551497,0.4746013139
13.00451,13.42744,3769.23,0.708262,0.434250506,0.4374346784
9.14592,10.61346,3970.46,0.68632,0.503181763,0.3710543841
12.95065,13.17518,3418.05,0.697846,0.457973641,0.4101218901
12.97638,13.57841,4425.15,0.741709,0.420596986,0.4786578348
7.09211,9.13255,5066.29,0.728306,0.522620927,0.3728855305
6.29373,7.5881,4979.33,0.734663,0.52381856,0.3742704835
8.88523,10.98966,5096.76,0.788723,0.396416174,0.528894141
6.7943,8.19062,3532.82,0.66676,0.602403094,0.2996637058
7.49321,8.07391,2396.23,0.533972,0.625826462,0.2469343776
13.04752,13.45183,3528.08,0.71759,0.45215686,0.4289089007
6.96586,8.34373,5290.03,0.742705,0.512950515,0.3884081768
6.43463,8.11997,5409.55,0.736349,0.51233205,0.3915562256
6.56183,7.81245,3616.28,0.680143,0.59072152,0.3094404155
5.95765,7.76782,3975.08,0.714293,0.584411119,0.3242208808
8.98723,9.86704,4522.39,0.781641,0.445459265,0.4674927705
6.89045,7.75852,2935.65,0.649007,0.671633259,0.2579353229
5.44365,7.16192,3225.89,0.631981,0.637180587,0.2379359655
7.50676,11.00352,5978.01,0.764303,0.405652559,0.4979729158
7.71058,9.03469,4640.77,0.711966,0.533788533,0.3611499983
6.01541,8.14436,4903.9,0.71524,0.534604097,0.3619236815
9.47535,12.55221,5682.48,0.793014,0.406365541,0.5082826002
6.43124,7.5451,3164.41,0.625348,0.620894173,0.2661082273
7.66886,8.92986,2241.94,0.534503,0.643714781,0.2335375375
5.56356,8.1253,4291.28,0.675302,0.560811689,0.3190456497
9.33389,13.26879,4539.12,0.724908,0.426627252,0.4528385392
6.02375,7.29255,2618.83,0.562816,0.6516193,0.2255753619
7.63262,8.63732,2051.25,0.516392,0.670505871,0.2139101689
9.94252,15.11808,5419.83,0.780061,0.382752778,0.523216103
5.72596,7.72694,3564.92,0.666073,0.625735936,0.2605150312
12.32481,17.10374,5220.6,0.786516,0.392600384,0.5198801818
5.91596,7.42486,2002.92,0.545149,0.726607285,0.1752772991
7.20421,7.8428,1703.35,0.516593,0.750307971,0.1728770698
12.44615,16.3641,5495.51,0.770952,0.367552134,0.5345208738
5.95929,7.51221,2236.22,0.536395,0.680025115,0.2070316802
6.92067,8.06525,1963.01,0.519473,0.701557169,0.2010057489
7.49884,8.83092,4220.43,0.704445,0.562263543,0.3379169068
6.18131,8.18688,4492.63,0.711759,0.562668612,0.3384498082
9.28253,12.36616,5177.12,0.779154,0.429544767,0.4767015417
6.11672,7.65895,2795.94,0.611714,0.652669633,0.2437319456
7.68743,8.95813,2087.54,0.539853,0.677590038,0.2184191295
10.58736,14.78122,5587.67,0.799447,0.385570766,0.5365831772
7.63788,9.09155,4981.14,0.675346,0.490398579,0.3775981943
6.73405,7.84084,4996.22,0.68006,0.489935037,0.3739505675
9.40395,12.4696,5936.16,0.762347,0.373041925,0.5301956545
6.60299,7.72116,3625.78,0.615839,0.568166819,0.288796041
7.67102,8.63745,2574.06,0.515278,0.587217351,0.2548927002
5.59682,7.14449,3575.9,0.63159,0.590418672,0.2648233814
10.77638,14.88455,5801.82,0.794372,0.366630314,0.5613197626
6.13849,7.48074,2269.13,0.543817,0.683963491,0.2052350928
5.24347,7.28593,3015.41,0.597689,0.638349776,0.2083173995
11.39787,14.96812,5126.67,0.753517,0.396972412,0.4891209635
5.40965,7.22336,1965.95,0.510496,0.730960999,0.1699102517
6.28499,7.12543,1677.42,0.468141,0.755429539,0.157218934
8.70286,11.40946,6592.89,0.789472,0.373537453,0.5612164744
13.07352,16.29486,5397.71,0.783937,0.369976448,0.5364674742
5.78635,7.37022,2375.33,0.566405,0.685398717,0.2155309749
7.13883,8.02042,1915.51,0.511854,0.709422094,0.2012244878
7.89682,11.66572,6489.18,0.764461,0.376076597,0.5386298076
6.37169,8.03355,3640.96,0.677258,0.643629826,0.2697972631
5.8927,7.30909,2115.46,0.587945,0.747364635,0.1974897385
7.08983,8.35018,1728.87,0.505317,0.772873163,0.1676724507
7.69275,9.69082,3877.85,0.688906,0.56463299,0.3264112902
6.31366,7.95239,3917.4,0.686451,0.5637001,0.3254787127
9.42593,12.33613,4969.2,0.772918,0.432314841,0.4672126812
6.53001,7.53195,3056.79,0.631661,0.648037291,0.2545094168
10.02593,16.13869,5215.06,0.79279,0.38606326,0.5352549434
6.51322,7.81126,6613.34,0.797011,0.451959079,0.4762061001
6.5199,7.86635,6612.83,0.793829,0.452428623,0.4751656236
8.00314,10.74874,3723.52,0.681166,0.507612188,0.3853025501
5.31393,7.35805,2283.54,0.502969,0.67681625,0.2080016098
7.07851,8.2012,4311.87,0.722972,0.523210078,0.371408956
6.65614,8.3168,5526.44,0.742009,0.47801584,0.418203887
6.39937,7.72395,5739.54,0.738346,0.476906969,0.4175546571
6.64392,7.81365,3981.69,0.689177,0.550604993,0.3348657136
7.57232,8.7632,2918.21,0.570836,0.567252648,0.2937478248
8.19628,11.50333,5261.77,0.774286,0.459621068,0.4423522811
6.73386,8.49824,4993.24,0.683332,0.503499165,0.371265296
6.00275,7.89664,5235.59,0.684783,0.501361719,0.3640928897
8.84687,9.99512,5343.07,0.761796,0.382211073,0.5186595601
6.24232,7.25929,3457.51,0.604551,0.580687538,0.2803876673
7.59527,8.54009,2475.25,0.516927,0.598849636,0.2572327926
10.72091,15.78939,5920.79,0.791251,0.341888387,0.5873520996
6.73521,8.41693,5849.15,0.763564,0.478416363,0.4297583957
6.29258,7.91647,5757.24,0.763727,0.478079481,0.4308168459
6.59603,8.02833,4000.37,0.671391,0.553081235,0.329388949
7.56997,8.84709,3006.96,0.582226,0.568633376,0.301591045
6.43401,8.05978,5454.8,0.759365,0.497689262,0.4075085478
6.16847,7.89293,5591.87,0.758646,0.49850626,0.4085504292
11.72467,16.53171,4184.25,0.781889,0.374842514,0.531094428
7.95907,10.36445,3178.82,0.643804,0.562263772,0.3315415677
4.39089,6.53763,1559.94,0.458241,0.749685029,0.1791963037
6.31395,8.03412,3735.81,0.65361,0.576289853,0.3106614126
6.37069,7.8733,5147.82,0.723297,0.507023637,0.3820180149
9.2634,11.32684,5254.19,0.785635,0.383235843,0.5350777855
6.74873,7.97124,3689.61,0.675643,0.581211592,0.3120379244
14.77934,16.94519,4977.44,0.797063,0.344231444,0.5726593237
6.52738,8.02693,5511.29,0.749432,0.503154888,0.4050258758
6.49883,7.70119,3818.02,0.693627,0.584639008,0.3168075343
6.17539,8.28383,4775.22,0.709371,0.543369997,0.3459306064
10.10254,14.13347,3924.46,0.752288,0.411113588,0.4613946369
8.01442,8.92146,2658.47,0.594044,0.616670382,0.2787903009
3.91248,5.57879,956.155,0.368573,0.822227176,0.1414654655
6.80599,8.15083,3321.81,0.670084,0.626070397,0.2863753919
7.58163,8.86314,2302.78,0.551474,0.648785453,0.2493563312
6.28111,7.51043,5311.16,0.727509,0.507623972,0.3773031275
9.14038,12.51736,5793.25,0.791748,0.382107487,0.5314809887
6.39075,7.779,3595.11,0.639116,0.585093905,0.2897812915
6.59994,8.03915,2749.37,0.573527,0.602816038,0.2774551293
5.99567,7.64557,5019.6,0.739771,0.535239097,0.3689149753
6.31518,7.43141,4857.22,0.732929,0.535419522,0.3663233163
8.79106,11.01101,5009.98,0.799078,0.403778086,0.5137226821
6.71787,7.53976,3478.78,0.671306,0.616764535,0.2910784868
6.09974,7.86152,5276.81,0.747867,0.535005868,0.3723002536
6.33077,7.37671,3462.75,0.674806,0.619497573,0.2858488515
7.41962,8.35814,2402.08,0.549981,0.636855074,0.2520468429
6.013,7.49319,4841.71,0.702926,0.530401379,0.3495244453
8.435,12.27358,5520.77,0.78424,0.39997369,0.5117162292
6.57613,7.21905,3351.78,0.624521,0.612444242,0.2686817171
5.74025,7.32508,2861.15,0.582269,0.633990656,0.2490990059
6.37474,8.02189,5039.29,0.678267,0.490261389,0.3741146842
9.34628,12.16499,5964.36,0.761197,0.375299518,0.5329055659
6.51249,7.11102,3517.91,0.599248,0.566507551,0.2838090099
10.8508,14.67367,6087.53,0.784634,0.334433586,0.5941823207
9.36371,12.24499,5155.65,0.739335,0.425069482,0.4486567808
6.39427,7.66466,3018.92,0.606826,0.647488422,0.2405541312
7.39029,7.93966,2104.31,0.523637,0.670650989,0.2245461449
6.09817,8.06277,4822.15,0.722447,0.533340054,0.3627166796
8.42007,12.66119,5447.91,0.795148,0.401485204,0.514862675
6.07662,7.07951,3611.36,0.662133,0.619365566,0.2800340484
5.64415,6.78276,3000.91,0.618368,0.63733152,0.2476807321
8.82009,9.79727,4347.55,0.755904,0.467934717,0.419152492
6.36661,7.68786,2843.72,0.628362,0.709741739,0.2289938118
7.06238,7.86685,1825.05,0.494903,0.737168311,0.199173593
